x,mu,sigma,f_exact
0.1981981981981982,0.9815310496485381,0.0011123048529483712,0.9801619632647391
0.1991991991991992,0.9813256027434534,0.001112815650773358,0.979959019060694
0.20020020020020018,0.981118949237981,0.0011133128545539515,0.9797550101121197
0.2012012012012012,0.98091108871796,0.0011137962260209606,0.9795499357537591
0.2022022022022022,0.9807020207711901,0.001114265546886268,0.9793437953163229
0.2032032032032032,0.9804917449884272,0.0011147206178260577,0.9791365881264767
0.2042042042042042,0.980280260964264,0.0011151612583160785,0.9789283135068306
0.20520520520520522,0.9800675682948281,0.0011155873061222737,0.978718970775927
0.2062062062062062,0.9798536665806523,0.0011159986159503174,0.9785085592482283
0.2072072072072072,0.9796385554230937,0.001116395061532331,0.9782970782341065
0.2082082082082082,0.9794222344285117,0.0011167765322944846,0.9780845270398297
0.2092092092092092,0.9792047032042888,0.0011171429337119155,0.9778709049675511
0.21021021021021022,0.9789859613619569,0.001117494189752367,0.9776562113152962
0.2112112112112112,0.9787660085158905,0.0011178302373730416,0.9774404453769514
0.2122122122122122,0.9785448442824247,0.0011181510306618664,0.9772236064422508
0.2132132132132132,0.978322468280993,0.0011184565376290657,0.9770056937967644
0.21421421421421422,0.9780988801352919,0.0011187467420683591,0.9767867067218855
0.21521521521521522,0.9778740794696432,0.0011190216406560048,0.9765666444948182
0.21621621621621623,0.9776480659134279,0.0011192812446694826,0.9763455063885644
0.2172172172172172,0.9774208390969648,0.0011195255781364783,0.9761232916719118
0.2182182182182182,0.9771923986555748,0.0011197546798559339,0.9758999996094201
0.21921921921921922,0.9769627442256308,0.0011199685995211504,0.9756756294614086
0.22022022022022023,0.976731875447598,0.0011201673997967491,0.9754501804839434
0.22122122122122123,0.9764997919639313,0.0011203511562652092,0.9752236519288237
0.2222222222222222,0.9762664934204963,0.001120519955493498,0.9749960430435691
0.22322322322322322,0.9760319794662848,0.0011206738953328497,0.974767353071406
0.22422422422422422,0.9757962497529604,0.0011208130848242234,0.9745375812512541
0.22522522522522523,0.9755593039350003,0.0011209376447002372,0.9743067268177135
0.22622622622622623,0.9753211416697241,0.001121047704769312,0.9740747890010502
0.2272272272272272,0.9750817626183448,0.001121143406254598,0.973841767027183
0.22822822822822822,0.9748411664432979,0.0011212248990340133,0.9736076601176696
0.22922922922922923,0.9745993528113104,0.001121292343635895,0.973372467489693
0.23023023023023023,0.9743563213916104,0.0011213459092751837,0.9731361883560468
0.23123123123123124,0.9741120718564389,0.0011213857738718767,0.9728988219251212
0.23223223223223222,0.9738666038809072,0.0011214121248628384,0.9726603674008901
0.23323323323323322,0.9736199171426563,0.0011214251575398257,0.9724208239828949
0.23423423423423423,0.9733720113232209,0.0011214250752699247,0.9721801908662313
0.23523523523523523,0.9731228861067507,0.0011214120891725335,0.9719384672415345
0.23623623623623624,0.9728725411792993,0.0011213864188863842,0.9716956522949648
0.23723723723723725,0.9726209762317808,0.0011213482903179067,0.9714517452081924
0.23823823823823823,0.9723681909558195,0.0011212979366078842,0.971206745158383
0.23923923923923923,0.9721141850490369,0.0011212355981088285,0.970960651318183
0.24024024024024024,0.9718589582082018,0.0011211615213727868,0.9707134628557037
0.24124124124124124,0.971602510136222,0.0011210759595752723,0.9704651789345072
0.24224224224224225,0.9713448405373128,0.001120979171355185,0.9702157987135908
0.24324324324324323,0.9710859491198676,0.0011208714217840689,0.9699653213473709
0.24424424424424424,0.9708258355937573,0.0011207529810578032,0.9697137459856686
0.24524524524524524,0.970564499673344,0.0011206241249214518,0.969461071773694
0.24624624624624625,0.9703019410746379,0.0011204851340045707,0.9692072978520297
0.24724724724724725,0.9700381595177987,0.001120336293453359,0.9689524233566159
0.24824824824824826,0.9697731547246349,0.0011201778940491162,0.9686964474187341
0.24924924924924924,0.9695069264219569,0.0011200102298085828,0.968439369164991
0.2502502502502503,0.9692394743375701,0.0011198335996467745,0.9681811877173028
0.25125125125125125,0.9689707982029745,0.001119648305917606,0.9679219021928787
0.25225225225225223,0.9687008977529672,0.0011194546551346347,0.9676615117042044
0.25325325325325326,0.9684297727255853,0.001119252956509906,0.967400015359026
0.25425425425425424,0.9681574228606564,0.0011190435233183083,0.9671374122603329
0.2552552552552553,0.96788384790284,0.0011188266717821675,0.9668737015063418
0.25625625625625625,0.9676090475980743,0.0011186027201525387,0.9666088821904794
0.25725725725725723,0.9673330216957083,0.0011183719904194387,0.9663429534013653
0.25825825825825827,0.9670557699495248,0.0011181348060021973,0.9660759142227958
0.25925925925925924,0.9667772921139033,0.0011178914930611533,0.9658077637337258
0.2602602602602603,0.9664975879482256,0.0011176423793765554,0.9655385010082517
0.26126126126126126,0.9662166572148294,0.0011173877947155742,0.9652681251155945
0.26226226226226224,0.9659344996776724,0.001117128070702081,0.9649966351200818
0.26326326326326327,0.9656511151046914,0.0011168635390452126,0.9647240300811304
0.26426426426426425,0.9653665032668073,0.0011165945346862738,0.964450309053228
0.2652652652652653,0.9650806639381244,0.001116321391937788,0.9641754710859163
0.26626626626626626,0.9647935968954187,0.001116044446087292,0.9638995152237715
0.26726726726726724,0.9645053019189618,0.0011157640339577294,0.9636224405063879
0.2682682682682683,0.9642157787909582,0.0011154804910339972,0.9633442459683581
0.26926926926926925,0.9639250272984725,0.0011151941549058099,0.9630649306392554
0.2702702702702703,0.9636330472300472,0.0011149053618438305,0.962784493543615
0.27127127127127126,0.9633398383780616,0.00111461444815058,0.9625029337009152
0.27227227227227224,0.9630454005378226,0.0011143217503168325,0.9622202501255592
