epoch,loss
1,0.8346181165406344
2,0.6406695101028357
3,0.49003027861212856
4,0.39866967473116743
5,0.35951813037204333
6,0.3255914830485428
7,0.2902859078546351
8,0.2507121775121982
9,0.2212915915264171
10,0.1919930661596134
11,0.16468611960309115
12,0.13775752910655945
13,0.11446653990631514
14,0.09385993789574801
15,0.07618618649471805
16,0.06054800317003776
17,0.048414600477863515
18,0.04087341153976263
19,0.034170031900681484
20,0.0297794656421611
21,0.02712763088688392
22,0.02544400637828693
23,0.023484637396534034
24,0.022110066018175962
25,0.020928421266538082
26,0.01990430238598214
27,0.018728580319738536
28,0.017443439747910985
29,0.016049135881974305
30,0.014910621197800821
31,0.014033653780932739
32,0.013172084837986934
33,0.012583462822549532
34,0.012722423839201183
35,0.011789595314716069
36,0.011368035643104537
37,0.010496507638092517
38,0.010233729898755668
39,0.009516679196845427
40,0.00928171984560178
41,0.00904192425799368
42,0.008681948607590794
43,0.008176686658691807
44,0.007797992951083519
45,0.00773353264503795
46,0.007438044200738967
47,0.006863048267730302
48,0.006699272848404497
49,0.006493888402294544
50,0.006484781080798916
51,0.006210534885523152
52,0.005896607768372917
53,0.005814801985096321
54,0.005694437135589493
55,0.0055102806629217195
56,0.005352209704182363
57,0.005361399631467284
58,0.0050858723760493375
59,0.004797877662867251
60,0.004797332005066628
61,0.004591798394104072
62,0.004572688537974289
63,0.004392885157229574
64,0.004268978363435616
65,0.003954758471475808
66,0.003917274544379588
67,0.0038462179761261242
68,0.003737939532559276
69,0.0037018619041461038
70,0.0034753278430029897
71,0.003390117167176235
72,0.0033468472352317412
73,0.0032621443314273663
74,0.003062696909223378
75,0.0030517046066635854
76,0.0030600958993025167
77,0.0028208003181352916
78,0.002834044158404584
79,0.0027079985496939827
80,0.002671499435554861
81,0.002564044531114631
82,0.002453048601719376
83,0.002404322670721434
84,0.0024150715021210847
85,0.0024064969804020887
86,0.002260515570882678
87,0.002243104585195466
88,0.002189002532665443
89,0.002120599704639027
90,0.0020946298727553886
91,0.0019549622086057895
92,0.002009782208747793
93,0.0018287180288120385
94,0.0017279971780206863
95,0.0016750876340713302
96,0.0017148051434474321
97,0.0016152263393914574
98,0.0016303259101489147
99,0.001531693038382949
100,0.0015995281989101954
101,0.0016373221947573492
102,0.0016207746452861541
103,0.001598953416495173
104,0.0014940819510841014
105,0.0014411075598919961
106,0.0013198582605835232
107,0.00134767912839459
108,0.0012357469119407987
109,0.001189605340793848
110,0.0011072914888995717
111,0.001089475901393536
112,0.0010435949896701773
113,0.0011516951109646133
114,0.0010163420643224438
115,0.0011326207653543244
116,0.0011225101562311393
117,0.0009656843418423559
118,0.0009318417426402815
119,0.0009430357275802863
120,0.0008725229293084707
121,0.0008304512498306857
122,0.0007982415018987348
123,0.0008041185548830643
124,0.0007422919883851369
125,0.0008039949918045152
126,0.0007941596668930567
127,0.0008170120775991647
128,0.0007594615696758666
129,0.0006753318732812214
130,0.0006400334176688417
131,0.0007046743207981935
132,0.000653158755857092
133,0.0006425834208015448
134,0.0006498578983469672
135,0.0007070564096941527
136,0.0005838362819133854
137,0.0005983818996114184
138,0.0006273330788002183
139,0.0005958006193450094
140,0.0005547965321921688
141,0.0005654332170312796
142,0.0005550969829313288
143,0.0005324332212595465
144,0.0005059363652538753
145,0.0005062162647526538
146,0.0005508628640891247
147,0.0006380517333857032
148,0.0007044022985769014
149,0.000526722208965113
150,0.0005390783341087438
151,0.0004511162072300888
152,0.0004731435700112356
153,0.0004472580846513866
154,0.00044275199498432547
155,0.000419023051086956
156,0.0004591048825698295
157,0.0004605092499903701
158,0.0004694915817926925
159,0.0005286032146624051
160,0.0004552597718737848
161,0.0004592985221714507
162,0.0004100805951184211
163,0.0004250456942518258
164,0.0004057140731194613
165,0.0004196029267050707
166,0.00043112825115530496
167,0.00045009058323882735
168,0.0005260458808336823
169,0.0004724447136130466
170,0.00044547892122927463
171,0.000511828529188125
172,0.0005240461911581574
173,0.0005085047355347518
174,0.0003888620135680785
175,0.0004310252645359688
176,0.0003725127022558026
177,0.000373350548886978
178,0.0003885578185369861
179,0.00042580930408263145
180,0.0003706081598014551
181,0.00038030277019623996
182,0.0003674229750785714
